INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182061172,617,Larceny,LARCENY THEFT FROM BUILDING,B2,287,FALSE,2018-08-02T16:00:00Z,2018,8,Thursday,16,Part One,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I152083244,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,A1,108,FALSE,2015-10-07T04:28:00Z,2015,10,Wednesday,4,Part Three,HIGH ST,42.35407456,-71.05533533,"(42.35407456, -71.05533533)"
I172006016,619,Larceny,LARCENY ALL OTHERS,B2,588,FALSE,2017-01-22T20:30:00Z,2017,1,Sunday,20,Part One,GURNEY ST,42.33201285,-71.09598982,"(42.33201285, -71.09598982)"
I182006214,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,906,FALSE,2018-01-23T22:00:00Z,2018,1,Tuesday,22,Part One,WALDEN ST,42.32561013,-71.10449956,"(42.32561013, -71.10449956)"
I172100588,619,Larceny,LARCENY ALL OTHERS,C11,362,FALSE,2017-11-28T10:00:00Z,2017,11,Tuesday,10,Part One,MOULTRIE ST,42.29202737,-71.06796635,"(42.29202737, -71.06796635)"
I162069799,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,427,FALSE,2016-08-28T03:35:00Z,2016,8,Sunday,3,Part Two,BLUE HILL AVE,42.27928843,-71.09300341,"(42.27928843, -71.09300341)"
I152083298,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B2,289,FALSE,2015-10-05T14:20:00Z,2015,10,Monday,14,Part Three,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I182066340,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,130,FALSE,2018-08-19T17:05:00Z,2018,8,Sunday,17,Part Two,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I172022451,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,102,FALSE,2017-03-22T13:05:00Z,2017,3,Wednesday,13,Part One,PARK ST,42.3569695,-71.06249529,"(42.35696950, -71.06249529)"
I172060080,3201,Property Lost,PROPERTY - LOST,A1,127,FALSE,2017-07-17T00:00:00Z,2017,7,Monday,0,Part Three,SHAWMUT AVE,42.34814363,-71.06562653,"(42.34814363, -71.06562653)"
I152060361,616,Larceny,LARCENY THEFT OF BICYCLE,D4,NA,FALSE,2015-07-19T12:00:00Z,2015,7,Sunday,12,Part One,NA,NA,NA,"(0.00000000, 0.00000000)"
I162071559,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,D14,NA,FALSE,2016-09-02T14:54:00Z,2016,9,Friday,14,Part Two,NA,NA,NA,"(0.00000000, 0.00000000)"
I172062390,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,422,FALSE,2017-07-31T20:53:00Z,2017,7,Monday,20,Part One,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
I172041332,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,427,FALSE,2017-05-25T13:13:00Z,2017,5,Thursday,13,Part Three,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
I172038873,3207,Property Found,PROPERTY - FOUND,B2,184,FALSE,2017-05-17T15:38:00Z,2017,5,Wednesday,15,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182005401,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING ÊBICYCLE - INJURY,B3,444,FALSE,2018-01-20T11:10:00Z,2018,1,Saturday,11,Part Three,ABBOT ST,42.29766924,-71.08697895,"(42.29766924, -71.08697895)"
I182010671,311,Robbery,ROBBERY - COMMERCIAL,C11,365,FALSE,2018-02-09T17:42:00Z,2018,2,Friday,17,Part One,DORCHESTER AVE,42.2908347,-71.06288798,"(42.29083470, -71.06288798)"
I172086513,1845,Drug Violation,DRUGS - POSS CLASS D,B3,438,FALSE,2017-10-16T00:00:00Z,2017,10,Monday,0,Part Two,MILLET ST,42.29142177,-71.07611259,"(42.29142177, -71.07611259)"
I172106926,3115,Investigate Person,INVESTIGATE PERSON,NA,NA,FALSE,2017-12-17T07:30:00Z,2017,12,Sunday,7,Part Three,WILDWOOD,-1,-1,"(-1.00000000, -1.00000000)"
I162097458,619,Larceny,LARCENY ALL OTHERS,B3,465,FALSE,2016-11-19T09:00:00Z,2016,11,Saturday,9,Part One,BAIRD ST,42.28574986,-71.09215334,"(42.28574986, -71.09215334)"
I182031676,1846,Drug Violation,DRUGS - POSS CLASS E,A7,27,FALSE,2018-04-27T22:57:00Z,2018,4,Friday,22,Part Two,MAVERICK SQ,42.36917081,-71.03970662,"(42.36917081, -71.03970662)"
I172048574,3402,Service,ANIMAL INCIDENTS,B2,300,FALSE,2017-06-17T12:45:00Z,2017,6,Saturday,12,Part Three,CEDAR ST,42.32686448,-71.0929182,"(42.32686448, -71.09291820)"
I182053083,3201,Property Lost,PROPERTY - LOST,E18,521,FALSE,2018-07-03T12:19:00Z,2018,7,Tuesday,12,Part Three,FAIRMOUNT AVE,42.2545638,-71.11998513,"(42.25456380, -71.11998513)"
I182039565,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,586,FALSE,2018-05-23T07:50:00Z,2018,5,Wednesday,7,Part One,PARKER ST,42.32957054,-71.09881932,"(42.32957054, -71.09881932)"
I162094960,3402,Service,ANIMAL INCIDENTS,C11,393,FALSE,2016-11-19T21:30:00Z,2016,11,Saturday,21,Part Three,WRENTHAM ST,42.28882395,-71.05717588,"(42.28882395, -71.05717588)"
I172095200,1402,Vandalism,VANDALISM,E5,691,FALSE,2017-11-14T06:15:00Z,2017,11,Tuesday,6,Part Two,REDLANDS RD,42.28898462,-71.15224773,"(42.28898462, -71.15224773)"
I162008853,1402,Vandalism,VANDALISM,D14,782,FALSE,2016-02-01T00:00:00Z,2016,2,Monday,0,Part Two,N BEACON ST,42.35437505,-71.14210244,"(42.35437505, -71.14210244)"
I152067103,619,Larceny,LARCENY ALL OTHERS,B2,282,FALSE,2015-08-13T21:00:00Z,2015,8,Thursday,21,Part One,NA,NA,NA,"(0.00000000, 0.00000000)"
I172080901,3410,Towed,TOWED MOTOR VEHICLE,D4,148,FALSE,2017-09-28T09:06:00Z,2017,9,Thursday,9,Part Three,COLUMBUS AVE,42.34242808,-71.07952412,"(42.34242808, -71.07952412)"
I172093860,616,Larceny,LARCENY THEFT OF BICYCLE,E18,521,FALSE,2017-11-09T16:50:00Z,2017,11,Thursday,16,Part One,FAIRMOUNT AVE,42.25587059,-71.12129661,"(42.25587059, -71.12129661)"
I182070195,3115,Investigate Person,INVESTIGATE PERSON,C6,219,FALSE,2018-09-01T06:14:00Z,2018,9,Saturday,6,Part Three,OLD HARBOR ST,42.33084376,-71.04740908,"(42.33084376, -71.04740908)"
I182038259,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,E18,818,FALSE,2018-05-15T08:00:00Z,2018,5,Tuesday,8,Part Three,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)"
I162068248,3125,Warrant Arrests,WARRANT ARREST,D14,811,FALSE,2016-08-22T23:45:00Z,2016,8,Monday,23,Part Three,MEAD ST,42.36168119,-71.13181893,"(42.36168119, -71.13181893)"
I182017127,3304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,A1,NA,FALSE,2018-03-06T06:02:00Z,2018,3,Tuesday,6,Part Three,COMMERCIAL ST,NA,NA,"(0.00000000, 0.00000000)"
I152064339,2407,Disorderly Conduct,ANNOYING AND ACCOSTING,B2,586,FALSE,2015-08-04T12:20:00Z,2015,8,Tuesday,12,Part Two,TERRACE ST,42.32911928,-71.09782102,"(42.32911928, -71.09782102)"
I182015552,1402,Vandalism,VANDALISM,B2,328,FALSE,2018-02-26T07:30:00Z,2018,2,Monday,7,Part Two,INTERVALE ST,42.31017838,-71.07651047,"(42.31017838, -71.07651047)"
I152088496,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,339,FALSE,2015-10-25T03:00:00Z,2015,10,Sunday,3,Part Two,HANCOCK ST,42.30855033,-71.05874703,"(42.30855033, -71.05874703)"
I172074915,3115,Investigate Person,INVESTIGATE PERSON,C6,200,FALSE,2017-09-09T18:39:00Z,2017,9,Saturday,18,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I162076128,3301,Verbal Disputes,VERBAL DISPUTE,B3,448,FALSE,2016-09-17T22:25:00Z,2016,9,Saturday,22,Part Three,NORWELL ST,42.29351144,-71.07778767,"(42.29351144, -71.07778767)"
I172032281,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,NA,FALSE,2017-04-25T16:54:00Z,2017,4,Tuesday,16,Part Three,CLAYTON ST,NA,NA,"(0.00000000, 0.00000000)"
I172064905,3125,Warrant Arrests,WARRANT ARREST,A1,119,FALSE,2017-08-08T15:00:00Z,2017,8,Tuesday,15,Part Three,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I172051233,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,A1,113,FALSE,2017-06-26T08:24:00Z,2017,6,Monday,8,Part Three,SUMMER ST,42.3538772,-71.05830207,"(42.35387720, -71.05830207)"
I182020739,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,318,FALSE,2018-03-19T17:54:00Z,2018,3,Monday,17,Part Three,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I162079799,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A15,427,FALSE,2016-09-29T17:27:00Z,2016,9,Thursday,17,Part Two,WARREN ST,42.32823419,-71.08328981,"(42.32823419, -71.08328981)"
I172015944,1402,Vandalism,VANDALISM,A1,100,FALSE,2017-02-27T14:44:00Z,2017,2,Monday,14,Part Two,BATTERYMARCH ST,42.35754425,-71.05409784,"(42.35754425, -71.05409784)"
I172002842,2629,Harassment,HARASSMENT,A7,7,FALSE,2017-01-03T12:00:00Z,2017,1,Tuesday,12,Part Two,LEYDEN ST,42.38857015,-71.00246871,"(42.38857015, -71.00246871)"
I162056439,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,200,FALSE,2016-07-15T20:07:00Z,2016,7,Friday,20,Part Three,W BROADWAY,42.34234193,-71.05633276,"(42.34234193, -71.05633276)"
I172010878,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,296,FALSE,2017-02-09T16:00:00Z,2017,2,Thursday,16,Part Two,COPELAND ST,42.3219484,-71.08138427,"(42.32194840, -71.08138427)"
I182037660,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,NA,FALSE,2018-05-17T21:45:00Z,2018,5,Thursday,21,Part Three,W BOUNDARY RD,NA,NA,"(0.00000000, 0.00000000)"
I162063901,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,448,FALSE,2016-08-09T11:54:00Z,2016,8,Tuesday,11,Part Three,SPENCER ST,42.29384269,-71.07609427,"(42.29384269, -71.07609427)"
I152071651,3125,Warrant Arrests,WARRANT ARREST,C11,341,FALSE,2015-08-29T08:32:00Z,2015,8,Saturday,8,Part Three,BOWDOIN ST,42.30553434,-71.06788511,"(42.30553434, -71.06788511)"
I162103795,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,289,FALSE,2016-12-21T12:49:00Z,2016,12,Wednesday,12,Part Three,TREMONT ST,42.33364401,-71.09086302,"(42.33364401, -71.09086302)"
I162043157,617,Larceny,LARCENY THEFT FROM BUILDING,D4,141,FALSE,2016-06-01T07:00:00Z,2016,6,Wednesday,7,Part One,COMMONWEALTH AVE,42.34911289,-71.08767768,"(42.34911289, -71.08767768)"
I172004449,3115,Investigate Person,INVESTIGATE PERSON,C11,436,FALSE,2017-01-17T16:54:00Z,2017,1,Tuesday,16,Part Three,WASHINGTON ST,42.28962239,-71.07141943,"(42.28962239, -71.07141943)"
I162089363,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,NA,NA,FALSE,2016-10-30T22:30:00Z,2016,10,Sunday,22,Part Three,NA,42.31332321,-71.09513281,"(42.31332321, -71.09513281)"
I172013303,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,357,FALSE,2017-02-18T10:15:00Z,2017,2,Saturday,10,Part One,BOWDOIN ST,42.29946971,-71.07330496,"(42.29946971, -71.07330496)"
I172047639,3130,Search Warrants,SEARCH WARRANT,B3,425,FALSE,2017-06-14T00:00:00Z,2017,6,Wednesday,0,Part Three,FREMONT ST,42.27094651,-71.09193626,"(42.27094651, -71.09193626)"
I162045589,3201,Property Lost,PROPERTY - LOST,B2,239,FALSE,2016-06-08T21:00:00Z,2016,6,Wednesday,21,Part Three,COLUMBIA RD,42.31748189,-71.06450704,"(42.31748189, -71.06450704)"
I162038488,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,C11,254,FALSE,2016-05-17T12:56:00Z,2016,5,Tuesday,12,Part Three,DORCHESTER AVE,42.30799725,-71.05833798,"(42.30799725, -71.05833798)"
I182057611,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,356,FALSE,2018-07-22T00:01:00Z,2018,7,Sunday,0,Part Three,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I182044002,3115,Investigate Person,INVESTIGATE PERSON,C11,390,FALSE,2018-06-07T11:52:00Z,2018,6,Thursday,11,Part Three,MINOT ST,42.28343547,-71.05988144,"(42.28343547, -71.05988144)"
I152088640,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,457,FALSE,2015-10-24T22:00:00Z,2015,10,Saturday,22,Part Three,BRADSHAW ST,42.29873638,-71.08262454,"(42.29873638, -71.08262454)"
I162070375,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,450,FALSE,2016-08-29T22:08:00Z,2016,8,Monday,22,Part Two,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I182077637,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,E18,478,FALSE,2018-09-25T21:04:00Z,2018,9,Tuesday,21,Part Two,WEYBOSSET ST,42.27076625,-71.10750829,"(42.27076625, -71.10750829)"
I172023040,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,495,FALSE,2017-03-24T17:20:00Z,2017,3,Friday,17,Part Three,HYDE PARK AVE,42.26337776,-71.12148997,"(42.26337776, -71.12148997)"
I162087611,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,324,FALSE,2016-10-26T00:49:00Z,2016,10,Wednesday,0,Part Two,BLUE HILL AVE,42.31803027,-71.07787472,"(42.31803027, -71.07787472)"
I172100887,2629,Harassment,HARASSMENT,A1,63,FALSE,2017-12-03T00:00:00Z,2017,12,Sunday,0,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I172013691,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,76,FALSE,2017-02-19T17:25:00Z,2017,2,Sunday,17,Part Three,CANAL ST,42.36394509,-71.05942841,"(42.36394509, -71.05942841)"
I182033320,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,NA,FALSE,2018-05-03T14:08:00Z,2018,5,Thursday,14,Part Three,WARREN ST,NA,NA,"(0.00000000, 0.00000000)"
I162045757,423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,NA,FALSE,2016-06-10T08:55:00Z,2016,6,Friday,8,Part One,MONSIGNOR DENNIS F O'CALL,-1,-1,"(-1.00000000, -1.00000000)"
I152097578,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,A7,30,FALSE,2015-11-24T19:42:00Z,2015,11,Tuesday,19,Part Two,MAVERICK ST,42.36880621,-71.03585732,"(42.36880621, -71.03585732)"
I162037008,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,44,FALSE,2016-05-12T11:20:00Z,2016,5,Thursday,11,Part One,MEDFORD ST,42.38048207,-71.06087725,"(42.38048207, -71.06087725)"
I172009382,2619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,B2,NA,FALSE,2017-02-03T18:49:00Z,2017,2,Friday,18,Part Two,NA,NA,NA,"(0.00000000, 0.00000000)"
I162078201,1402,Vandalism,VANDALISM,D4,156,FALSE,2016-09-24T10:58:00Z,2016,9,Saturday,10,Part Two,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.33828866, -71.07908476)"
I162098894,619,Larceny,LARCENY ALL OTHERS,A1,94,FALSE,2016-12-04T12:45:00Z,2016,12,Sunday,12,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I152079138,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,26,FALSE,2015-09-22T07:02:00Z,2015,9,Tuesday,7,Part One,LONDON ST,42.37288209,-71.03946469,"(42.37288209, -71.03946469)"
I172099351,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2,311,FALSE,2017-11-30T02:37:00Z,2017,11,Thursday,2,Part Three,WARREN ST,42.31865102,-71.08162344,"(42.31865102, -71.08162344)"
I182047412,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,E13,650,FALSE,2018-06-18T10:00:00Z,2018,6,Monday,10,Part Three,JAMAICA ST,42.3059277,-71.11668484,"(42.30592770, -71.11668484)"
I172011064,1109,Fraud,FRAUD - WIRE,B3,476,FALSE,2017-02-10T14:13:00Z,2017,2,Friday,14,Part Two,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I162029840,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,A1,77,FALSE,2016-04-17T17:28:00Z,2016,4,Sunday,17,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I172095053,301,Robbery,ROBBERY - STREET,E13,912,FALSE,2017-11-14T08:45:00Z,2017,11,Tuesday,8,Part One,HEATH ST,42.32513051,-71.09940815,"(42.32513051, -71.09940815)"
I162014738,301,Robbery,ROBBERY - STREET,A1,116,FALSE,2016-02-24T20:34:00Z,2016,2,Wednesday,20,Part One,HARRISON AVE,42.35115526,-71.06130589,"(42.35115526, -71.06130589)"
I182009878,3410,Towed,TOWED MOTOR VEHICLE,A15,54,FALSE,2018-02-11T20:40:00Z,2018,2,Sunday,20,Part Three,EDEN ST,42.38010476,-71.06721433,"(42.38010476, -71.06721433)"
I162046433,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,776,FALSE,2016-06-10T12:00:00Z,2016,6,Friday,12,Part One,COMMONWEALTH AVE,42.34180413,-71.14869047,"(42.34180413, -71.14869047)"
I182019489,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,619,FALSE,2018-03-15T10:37:00Z,2018,3,Thursday,10,Part Two,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)"
I182054425,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2,NA,FALSE,2018-07-11T02:25:00Z,2018,7,Wednesday,2,Part Three,BLUE HILL AVE,NA,NA,"(0.00000000, 0.00000000)"
I162067763,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,C11,461,FALSE,2016-08-21T13:42:00Z,2016,8,Sunday,13,Part Three,WASHINGTON ST,42.30238403,-71.07781168,"(42.30238403, -71.07781168)"
I182027434,3114,Investigate Property,INVESTIGATE PROPERTY,B3,421,FALSE,2018-04-12T17:21:00Z,2018,4,Thursday,17,Part Three,DELHI ST,42.27436376,-71.09136935,"(42.27436376, -71.09136935)"
I152072402,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING ÊBICYCLE - INJURY,D4,621,FALSE,2015-08-31T17:52:00Z,2015,8,Monday,17,Part Three,COMMONWEALTH AVE,42.34921756,-71.09099585,"(42.34921756, -71.09099585)"
I162069745,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,79,FALSE,2016-08-27T22:40:00Z,2016,8,Saturday,22,Part Three,N WASHINGTON ST,42.36535919,-71.05837488,"(42.36535919, -71.05837488)"
I172030609,3114,Investigate Property,INVESTIGATE PROPERTY,B3,465,FALSE,2017-04-19T19:16:00Z,2017,4,Wednesday,19,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182045539,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A1,74,FALSE,2018-06-12T12:00:00Z,2018,6,Tuesday,12,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)"
I162038825,2647,Other,THREATS TO DO BODILY HARM,C11,332,FALSE,2016-05-18T15:14:00Z,2016,5,Wednesday,15,Part Two,PAYSON AVE,42.31396145,-71.06685455,"(42.31396145, -71.06685455)"
I182018064,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,305,FALSE,2018-03-09T16:47:00Z,2018,3,Friday,16,Part Two,WALNUT AVE,42.32101261,-71.08587919,"(42.32101261, -71.08587919)"
I172067162,2629,Harassment,HARASSMENT,A7,10,FALSE,2017-08-05T14:36:00Z,2017,8,Saturday,14,Part Two,GLADSTONE ST,42.39007431,-71.00898571,"(42.39007431, -71.00898571)"
I182016075,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,D4,624,FALSE,2018-03-02T00:51:00Z,2018,3,Friday,0,Part Two,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.09644390)"
I182034134,2403,Disorderly Conduct,DISTURBING THE PEACE,A1,103,FALSE,2018-05-06T02:00:00Z,2018,5,Sunday,2,Part Two,BROMFIELD ST,42.35672129,-71.06022279,"(42.35672129, -71.06022279)"
I162083333,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,228,FALSE,2016-09-28T15:00:00Z,2016,9,Wednesday,15,Part One,E FOURTH ST,42.33490901,-71.02665337,"(42.33490901, -71.02665337)"
I162022093,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,266,FALSE,2016-03-21T20:43:00Z,2016,3,Monday,20,Part Three,MOUNT PLEASANT TER,42.32667212,-71.07977739,"(42.32667212, -71.07977739)"
I172102882,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,E5,691,FALSE,2017-12-12T14:10:00Z,2017,12,Tuesday,14,Part Three,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I172076913,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,D14,751,FALSE,2017-09-15T21:28:00Z,2017,9,Friday,21,Part Three,LAKE SHORE CT,42.3459911,-71.17028987,"(42.34599110, -71.17028987)"
I172048172,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,450,FALSE,2017-06-16T12:37:00Z,2017,6,Friday,12,Part One,DUNLAP ST,42.29281079,-71.07327594,"(42.29281079, -71.07327594)"
I162030652,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,258,FALSE,2016-04-20T15:34:00Z,2016,4,Wednesday,15,Part Two,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)"
I172105792,3125,Warrant Arrests,WARRANT ARREST,A1,64,FALSE,2017-12-14T11:00:00Z,2017,12,Thursday,11,Part Three,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I182009504,3205,License Plate Related Incidents,M/V PLATES - LOST,E13,307,FALSE,2018-02-03T23:30:00Z,2018,2,Saturday,23,Part Three,WALNUT PARK,42.31451479,-71.0947082,"(42.31451479, -71.09470820)"
I172046245,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E13,579,FALSE,2017-06-10T12:00:00Z,2017,6,Saturday,12,Part Two,ARMSTRONG ST,42.32130479,-71.10331527,"(42.32130479, -71.10331527)"
I182045470,2629,Harassment,HARASSMENT,E18,544,FALSE,2018-06-08T09:07:00Z,2018,6,Friday,9,Part Two,AUSTIN ST,42.25985826,-71.12594231,"(42.25985826, -71.12594231)"
I172042638,724,Auto Theft,AUTO THEFT,D4,150,FALSE,2017-05-25T18:30:00Z,2017,5,Thursday,18,Part One,CHANDLER ST,42.34615178,-71.07404347,"(42.34615178, -71.07404347)"
I152074878,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,D14,782,FALSE,2015-09-09T12:45:00Z,2015,9,Wednesday,12,Part Three,CAMBRIDGE ST,42.35259348,-71.14028431,"(42.35259348, -71.14028431)"
I162080731,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,942,FALSE,2016-10-02T17:41:00Z,2016,10,Sunday,17,Part Three,VALLAR RD,42.39269663,-71.00842413,"(42.39269663, -71.00842413)"
I172025155,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,D14,780,FALSE,2017-04-01T00:52:00Z,2017,4,Saturday,0,Part Three,FANEUIL ST,42.35479369,-71.14995785,"(42.35479369, -71.14995785)"
I172104241,3501,Missing Person Reported,MISSING PERSON,B2,281,FALSE,2017-12-17T17:53:00Z,2017,12,Sunday,17,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I172098023,3410,Towed,TOWED MOTOR VEHICLE,C11,342,FALSE,2017-11-25T08:36:00Z,2017,11,Saturday,8,Part Three,TEBROC ST,42.30364345,-71.07008235,"(42.30364345, -71.07008235)"
I152076889,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,585,FALSE,2015-09-15T17:45:00Z,2015,9,Tuesday,17,Part One,FISHER AVE,42.32795652,-71.10526297,"(42.32795652, -71.10526297)"
I162013822,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,FALSE,2016-02-21T14:04:00Z,2016,2,Sunday,14,Part Three,BLUE HILL AVE,42.28282878,-71.0918249,"(42.28282878, -71.09182490)"
I152055358,3125,Warrant Arrests,WARRANT ARREST,C11,933,FALSE,2015-07-05T02:14:00Z,2015,7,Sunday,2,Part Three,WASHINGTON ST,42.2841954,-71.07157967,"(42.28419540, -71.07157967)"
I162105995,3115,Investigate Person,INVESTIGATE PERSON,D14,772,FALSE,2016-12-30T03:34:00Z,2016,12,Friday,3,Part Three,ACADEMY HILL RD,42.3450297,-71.15526453,"(42.34502970, -71.15526453)"
I152054774,619,Larceny,LARCENY ALL OTHERS,E13,316,FALSE,2015-07-02T21:42:00Z,2015,7,Thursday,21,Part One,WALNUT AVE,42.3143047,-71.09391348,"(42.31430470, -71.09391348)"
I172049662,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,566,FALSE,2017-06-17T15:00:00Z,2017,6,Saturday,15,Part Three,FRANKLIN PARK RD,42.30238064,-71.0871183,"(42.30238064, -71.08711830)"
I182010149,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,798,FALSE,2018-02-07T20:59:00Z,2018,2,Wednesday,20,Part Three,COMMONWEALTH AVE,42.35216801,-71.12457096,"(42.35216801, -71.12457096)"
